dataset,categoria,ferramenta,fold,tempo
liver,Principal,AutoGluon,2,00:36
liver,Principal,AutoGluon,3,00:35
liver,Principal,AutoGluon,4,00:36
liver,Principal,AutoGluon,5,00:47
liver,Principal,AutoGluon,6,00:41
liver,Principal,AutoGluon,7,00:31
liver,Principal,AutoGluon,8,00:33
liver,Principal,AutoGluon,9,00:36
liver,Principal,AutoGluon,10,00:31
liver,Principal,AutoSklearn,1,60:00
liver,Principal,AutoSklearn,2,60:00
liver,Principal,AutoSklearn,3,60:00
liver,Principal,AutoSklearn,4,60:00
liver,Principal,AutoSklearn,5,60:00
liver,Principal,AutoSklearn,6,60:00
liver,Principal,AutoSklearn,7,60:00
liver,Principal,AutoSklearn,8,60:00
liver,Principal,AutoSklearn,9,60:00
liver,Principal,AutoSklearn,10,60:00
liver,Principal,TPOT,1,05:35
liver,Principal,TPOT,2,03:44
liver,Principal,TPOT,3,08:18
liver,Principal,TPOT,4,10:17
liver,Principal,TPOT,5,02:19
liver,Principal,TPOT,6,07:36
liver,Principal,TPOT,7,03:52
liver,Principal,TPOT,8,01:16
liver,Principal,TPOT,9,11:44
liver,Principal,TPOT,10,02:08
liver,Principal,Rminer,1,00:22
liver,Principal,Rminer,2,00:18
liver,Principal,Rminer,3,00:18
liver,Principal,Rminer,4,00:19
liver,Principal,Rminer,5,00:18
liver,Principal,Rminer,6,00:19
liver,Principal,Rminer,7,00:19
liver,Principal,Rminer,8,00:18
liver,Principal,Rminer,9,00:18
liver,Principal,Rminer,10,00:18
liver,Principal,TransmogrifAI,1,04:44
liver,Principal,TransmogrifAI,2,04:51
liver,Principal,TransmogrifAI,3,06:05
liver,Principal,TransmogrifAI,4,06:25
liver,Principal,TransmogrifAI,5,05:41
liver,Principal,TransmogrifAI,6,05:34
liver,Principal,TransmogrifAI,7,05:19
liver,Principal,TransmogrifAI,8,04:53
liver,Principal,TransmogrifAI,9,04:28
liver,Principal,TransmogrifAI,10,04:29
liver,Deep Learning,H2O AutoML,1,60:00
liver,Deep Learning,H2O AutoML,2,60:00
liver,Deep Learning,H2O AutoML,3,60:00
liver,Deep Learning,H2O AutoML,4,60:00
liver,Deep Learning,H2O AutoML,5,60:00
liver,Deep Learning,H2O AutoML,6,60:00
liver,Deep Learning,H2O AutoML,7,60:00
liver,Deep Learning,H2O AutoML,8,56:40
liver,Deep Learning,H2O AutoML,9,58:20
liver,Deep Learning,H2O AutoML,10,51:19
liver,Deep Learning,Auto-PyTorch,1,60:00
liver,Deep Learning,Auto-PyTorch,2,60:00
liver,Deep Learning,Auto-PyTorch,3,60:00
liver,Deep Learning,Auto-PyTorch,4,60:00
liver,Deep Learning,Auto-PyTorch,5,60:00
liver,Deep Learning,Auto-PyTorch,6,60:00
liver,Deep Learning,Auto-PyTorch,7,60:00
liver,Deep Learning,Auto-PyTorch,8,60:00
liver,Deep Learning,Auto-PyTorch,9,60:00
liver,Deep Learning,Auto-PyTorch,10,60:00
liver,Deep Learning,Auto-Keras,1,05:39
liver,Deep Learning,Auto-Keras,2,49:31
liver,Deep Learning,Auto-Keras,3,05:16
liver,Deep Learning,Auto-Keras,4,50:11
liver,Deep Learning,Auto-Keras,5,07:47
liver,Deep Learning,Auto-Keras,6,06:41
liver,Deep Learning,Auto-Keras,7,05:16
liver,Deep Learning,Auto-Keras,8,05:00
liver,Deep Learning,Auto-Keras,9,05:49
liver,Deep Learning,Auto-Keras,10,05:24
liver,XGBoost,H2O AutoML,1,00:17
liver,XGBoost,H2O AutoML,2,00:14
liver,XGBoost,H2O AutoML,3,00:15
liver,XGBoost,H2O AutoML,4,00:14
liver,XGBoost,H2O AutoML,5,00:20
liver,XGBoost,H2O AutoML,6,00:30
liver,XGBoost,H2O AutoML,7,00:22
liver,XGBoost,H2O AutoML,8,00:22
liver,XGBoost,H2O AutoML,9,00:22
liver,XGBoost,H2O AutoML,10,00:28
liver,XGBoost,Rminer,1,00:02
liver,XGBoost,Rminer,2,00:02
liver,XGBoost,Rminer,3,00:02
liver,XGBoost,Rminer,4,00:02
liver,XGBoost,Rminer,5,00:03
liver,XGBoost,Rminer,6,00:02
liver,XGBoost,Rminer,7,00:02
liver,XGBoost,Rminer,8,00:02
liver,XGBoost,Rminer,9,00:02
liver,XGBoost,Rminer,10,00:02
